"Company Name",Address,Website,"Contact Nos.",State
"Next Horizon","915 West 1st Street, Sanford",http://www.nexhorizon.net/,"(407) 328-9228",Florida
"Gatman Media Services","231 Southeast 10th Terrace, Fort Lauderdale",http://www.gatman.com/,"(954) 761-8273",Florida
"SGS Technologie LLC","6817 Southpoint Parkway #2104, Jacksonville",http://www.sgstechnologies.net/,"(904) 332-4534",Florida
"Elyk Innovation","11764 Marco Beach Drive #1, Jacksonville",http://www.elykinnovation.com/,"(904) 998-1935",Florida
"Devard Web Solutions","417 12th Street West, Bradenton",http://www.devardwebsolutions.com/,"(941) 462-4546",Florida
"Brown Dog Creative","2726 College Street #3, Jacksonville",http://www.browndogcreative.com/,"(904) 387-9006",Florida
"Interface Web Design","3143 Pine Forest Drive, Palm Harbor",http://www.interfacewebdesign.com/,"(727) 781-8467",Florida
"West Designs","2131 Northwest 40th Terrace, Gainesville",http://designsbywest.com/,"(352) 505-3626",Florida
"ACAP Software Development","2880 West Oakland Park Boulevard #201, Fort Lauderdale",http://acapglobal.com/,"(954) 376-7672",Florida
Designzillas,"500 South Magnolia Avenue, Orlando",http://www.designzillas.com/,"(407) 637-2833",Florida
"A.S.A. Web Design, Inc.","2132 Northwest 5th Avenue, Fort Lauderdale",http://www.asawebprogramming.com/,"(954) 495-8055",Florida
"Sales & Marketing Technologies","2170 West State Road 434 #496, Longwood",http://www.smtusa.com,"(407) 682-2222",Florida
"Vivid Web Design","301 West Bay Street, Jacksonville",http://isitvivid.com/,"(904) 302-5262",Florida
"DX WEB, LLC","408 West University Avenue Suite 502, Gainesville",http://www.dxweb.net/,"(352) 275-4270",Florida
"3 Shades of Blue, Inc.","823 Pinellas Street, Clearwater",http://www.3shadesofbluewebdesign.com/,"(727) 639-2283",Florida
LYTRON,"1451 West Cypress Creek Road #300, Fort Lauderdale",http://www.lytrondesign.com/,"(954) 623-5094",Florida
"Sharon Julien Web Design","#D, 535 Northwest 26 Avenue, Gainesville",http://www.sjulien.com/,"(352) 278-2493",Florida
"Ocean Web Design","7920 Merrill Road, Jacksonville",http://www.oceanwebjax.com/,"(904) 249-2444",Florida
"Sarasota Web Design, LLC","5132 Highbury Circle, Sarasota",http://www.sarasotawebdesign.com/,"(941) 312-7384",Florida
